House Direction,Balcony Direction,Bedrooms,Toilets,Legits,Furnitures,Floors,Facade,Entrance,City,District,Ward,Street,Area,Price,X,Y
,,8.0,8.0,Sổ đỏ/ Sổ hồng,,5.0,5.5,,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Hoàng Quốc Việt,80.0,21000.0,21.0329958,105.7928552
,,,,,,,5.0,,Hà Nội,Đông Anh,Xã Nguyên Khê,Đường Khê Nữ,75.0,3900.0,21.0283334,105.854041
,,4.0,5.0,Sổ đỏ/ Sổ hồng,,5.0,4.5,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Nguyễn Thị Định,70.0,17500.0,21.0373324,105.7910892
,,8.0,9.0,Sổ đỏ/ Sổ hồng,"Đầy đủ, thang máy ",9.0,6.5,20,Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Hoàng Văn Thái,155.0,48800.0,20.9892133,105.809648
Tây - Bắc,,,,Sổ đỏ/ Sổ hồng.,,,4.1,2.5,Hà Nội.,Nam Từ Liêm,Phường Trung Văn,Đường Phùng Khoang,40.0,3050.0,21.0315919,105.7529955
,,1.0,1.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Nam Từ Liêm,Phường Tây Mỗ,,25.0,1450.0,21.0058017,105.7485162
,,4.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,3.0,6.0,3,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Nguyễn Khang,45.0,4650.0,21.0159572,105.7937939
,,4.0,3.0,Sổ đỏ/ Sổ hồng,,4.0,,,Hà Nội,Đống Đa,Phường Ngã Tư Sở,Đường Tây Sơn,40.0,8800.0,21.0039054,105.8208438
,,6.0,7.0,Sổ đỏ/ Sổ hồng,CAO CẤP ,6.0,4.2,8,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Đường Trần Quang Diệu,45.0,14200.0,21.021334,105.8243089
,,4.0,4.0,Sổ đỏ/ Sổ hồng,Cơ Bản,4.0,3.6,2.5,Hà Nội,Hà Đông,Phường Kiến Hưng,Đường Mậu Lương,40.0,2900.0,20.9598832,105.7880872
Bắc,Bắc,4.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản ,4.0,5.5,13,Hà Nội,Hoài Đức,Xã An Khánh,Đường Đại lộ Thăng Long,105.45,13700.0,20.9599107,105.7387786
Nam,,3.0,,,,,,,Hà Nội,Ba Đình,Phường Trúc Bạch,Đường Yên Phụ,120.0,9300.0,21.045375,105.8411425
,,4.0,4.0,Sổ đỏ/ Sổ hồng,Cơ Bản,4.0,4.0,5,Hà Nội,Hà Đông,Phường Hà Cầu,Đường Ngô Thì Nhậm,45.0,6280.0,20.9662692,105.7749921
,,45.0,46.0,Sổ đỏ/ Sổ hồng,Cao cấp,9.0,12.0,30,Hà Nội,Hai Bà Trưng,Phường Bạch Đằng,Đường Vân Đồn,265.0,80000.0,21.0141355,105.8654629
,,3.0,3.0,Sổ đỏ,,3.0,3.1,,Hà Nội,Đống Đa,Phường Thịnh Quang,Phố Thái Thịnh,45.0,2550.0,21.0078229,105.8182562
,,6.0,8.0,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,6.5,6,Hà Nội,Ba Đình,Phường Ngọc Khánh,Phố Kim Mã,75.0,13600.0,21.0305405,105.806702
,,6.0,8.0,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,6.5,6,Hà Nội,Ba Đình,Phường Ngọc Khánh,Đường Nguyễn Công Hoan,75.0,13600.0,21.0305405,105.806702
,,3.0,2.0,Sổ đỏ/ Sổ hồng,,4.0,3.0,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Nam,Đường Triều Khúc,35.0,3000.0,21.0380687,105.7466523
,,4.0,4.0,Sổ đỏ,,5.0,5.0,15,Hà Nội,Hà Đông,Phường Dương Nội,Đường Lê Trọng Tấn,80.0,11500.0,20.9624811,105.743952
,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,Hà Nội,Hà Đông,Phường La Khê,Đường Tố Hữu,72.0,2736.0,21.0283334,105.854041
,Bắc,3.0,2.0,Đã có sổ,Full nội thất,,,,Hà Nội,Hà Đông,Phường Mỗ Lao,,137.0,4200.0,20.9853667,105.783635
Nam,Nam,3.0,4.0,Sổ đỏ/ Sổ hồng,,5.0,3.2,2,Hà Nội,Đống Đa,Phường Phương Liên,Phố Kim Hoa,35.0,4400.0,21.0099244,105.8375074
,,8.0,,,,7.0,,,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Nguyễn Phong Sắc,97.0,29500.0,21.0388103,105.7818897
Tây - Nam,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,Hà Nội,Gia Lâm,Xã Dương Xá,Đường Đông Dư,79.7,3260.0,21.0028663,105.9658013
Đông - Nam,,,,Sổ đỏ,,,4.2,,Hà Nội,Hà Đông,Phường Yên Nghĩa,,42.0,1380.0,20.9307173,105.7331428
,,3.0,3.0,Sổ đỏ/ Sổ hồng,Full nội thất.,,,,Hà Nội,Ba Đình,Phường Giảng Võ,Đường Núi Trúc,125.0,7750.0,21.0306498,105.8250933
,,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,Hà Nội,Nam Từ Liêm,Phường Tây Mỗ,,43.0,1500.0,21.0058017,105.7485162
,,4.0,4.0,Đã có sổ,Cơ bản,4.0,4.0,4,Hà Nội,Hà Đông,Phường La Khê,Đường Lê Trọng Tấn,40.0,4500.0,21.0283334,105.854041
,,4.0,,,,4.0,,,Hà Nội,Cầu Giấy,Phường Quan Hoa,Đường Cầu Giấy,40.0,21500.0,21.0341687,105.8006138
,,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,Hà Nội,Nam Từ Liêm,Phường Tây Mỗ,,32.0,1100.0,21.0058017,105.7485162
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Đống Đa,Phường Nam Đồng,Phố Xã Đàn,50.0,7000.0,21.0142306,105.8317169
,,,,,,,,,Hà Nội,Long Biên,Phường Phúc Đồng,Đường Nguyễn Lam,134.7,23639.85,21.0385726,105.8981935
,,8.0,,,,6.0,,,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Tô Hiệu,57.0,23000.0,21.0329958,105.7928552
,,,,Sổ đỏ.,,,5.0,6,Hà Nội,Tây Hồ,Phường Phú Thượng,Đường Bùi Trang Chước,80.0,8500.0,21.0791733,105.815656
Tây - Bắc,Đông - Nam,2.0,2.0,Đã có sổ đỏ,CĐT,,,,Hà Nội,Hai Bà Trưng,Phường Vĩnh Tuy,Đường Minh Khai,77.0,3700.0,21.0141355,105.8654629
,,2.0,9.0,Sổ đỏ/ Sổ hồng,,9.0,6.2,,Hà Nội,Thanh Xuân,Phường Khương Mai,Đường Nguyễn Ngọc Nại,153.0,47000.0,21.0283334,105.854041
Tây - Bắc,Đông - Nam,3.0,3.0,,,,,,Hà Nội,Tây Hồ,Phường Thụy Khuê,Đường Thụy Khuê,185.0,15500.0,21.0437217,105.8197536
,,3.0,,Sổ đỏ/ Sổ hồng,,5.0,,3,Hà Nội,Tây Hồ,Phường Yên Phụ,Đường An Dương,32.0,4650.0,21.0504782,105.8394
Tây - Nam,Đông - Bắc,2.0,2.0,Hợp đồng mua bán,,,,,Hà Nội,Ba Đình,Phường Thành Công,16 Phố Láng Hạ,82.0,7900.0,21.0337658,105.8130407
Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Full.,,,,Hà Nội,Hoàng Mai,Phường Mai Động,Đường Tam Trinh,80.0,3100.0,20.9834105,105.843623
,,10.0,10.0,Sổ đỏ,Nội thất cực xịn.,5.0,,,Hà Nội,Long Biên,Phường Bồ Đề,Đường Hoàng Như Tiếp,55.0,4580.0,21.0455068,105.8691113
,,6.0,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Nam,Đường Triều Khúc,60.0,12300.0,21.0380687,105.7466523
,,7.0,7.0,Sổ đỏ.,,5.0,,,Hà Nội,Long Biên,Phường Bồ Đề,Đường Hoàng Như Tiếp,90.0,7400.0,21.0455068,105.8691113
,,9.0,9.0,Sổ đỏ/ Sổ hồng,,9.0,,,Hà Nội,Long Biên,Phường Bồ Đề,Đường Nguyễn Sơn,60.0,4950.0,21.0455068,105.8691113
Đông - Nam,Tây - Bắc,3.0,2.0,Hợp đồng mua bán,,,,,Hà Nội,Ba Đình,Phường Thành Công,16 Phố Láng Hạ,125.0,12400.0,21.0337658,105.8130407
,,5.0,5.0,Sổ đỏ.,,5.0,,,Hà Nội,Long Biên,,,50.3,4750.0,0.0,0.0
,,2.0,2.0,Sổ đỏ/ Sổ hồng,,2.0,3.0,,Hà Nội,Đống Đa,Phường Khâm Thiên,Phố Khâm Thiên,33.0,27000.0,21.0283334,105.854041
,,2.0,2.0,Sổ đỏ/ Sổ hồng.,,2.0,5.0,19,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Bùi Quốc Khái,60.0,8400.0,20.966384,105.8377568
Đông - Bắc,Tây - Bắc,2.0,1.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,,,,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,Đường Phạm Hùng,54.5,2000.0,21.0274134,105.7833341
,,2.0,2.0,Hợp đồng mua bán,Đầy đủ,,,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Đường Trần Duy Hưng,86.0,4900.0,21.0373324,105.7910892
,,7.0,7.0,Sổ đỏ/ Sổ hồng,,7.0,,,Hà Nội,Long Biên,Phường Thượng Thanh,Phố Gia Quất,45.0,3800.0,21.0180529,105.9016988
,,4.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,5.0,6.1,,Hà Nội,Thanh Xuân,Phường Hạ Đình,Đường Khương Trung,52.0,7700.0,20.9905571,105.8127596
Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ,,,,,Hà Nội,Hà Đông,Phường Mỗ Lao,,114.0,4200.0,20.9853667,105.783635
,,,,Đã có sổ,,,3.9,4,Hà Nội,Cầu Giấy,Phường Yên Hòa,Đường Nguyễn Khang,80.0,6800.0,21.0159572,105.7937939
,,3.0,2.0,,Bàn giao đồ nội thất của CĐT,,,,Hà Nội,Bắc Từ Liêm,Phường Đông Ngạc,Đường Phạm Văn Đồng,115.0,5400.0,21.0799477,105.7736253
,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Nội thất đẹp.,,,,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Trần Thủ Độ,82.0,2180.0,20.966384,105.8377568
Đông - Bắc,,3.0,2.0,Sổ đỏ/ Sổ hồng,Để lại nội thất.,,,,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Trần Thủ Độ,93.0,2600.0,20.966384,105.8377568
,,,,Sổ đỏ.,,,,,Hà Nội,Hoàng Mai,Phường Thanh Trì,Đường Thanh Lân,49.0,5050.0,20.9946062,105.885675
,,,,Sổ đỏ/ Sổ hồng.,,,,,Hà Nội,Hoàng Mai,Phường Thanh Trì,Đường Thanh Lân,50.0,3750.0,20.9946062,105.885675
,,,,Hợp đồng mua bán.,,,,,Hà Nội,Hoàng Mai,Phường Thanh Trì,Đường Ngũ Nhạc,27.0,2200.0,20.9946062,105.885675
,,,,Sổ đỏ/ Sổ hồng.,,,,,Hà Nội,Hoàng Mai,Phường Lĩnh Nam,Đường Nam Dư,37.0,2600.0,20.9712353,105.8842808
,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Hoàng Mai,Phường Thanh Trì,Phố Thanh Đàm,38.0,3750.0,20.9946062,105.885675
,,5.0,5.0,,Xác định mua khung cột bê tông,5.0,4.0,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Phố Đỗ Quang,50.0,13500.0,21.0373324,105.7910892
,,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,3.0,5.0,3,Hà Nội,Hoàng Mai,Phường Lĩnh Nam,,52.0,3650.0,20.9712353,105.8842808
,,4.0,5.0,Sổ đỏ/ Sổ hồng,,6.0,4.0,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Phố Đỗ Quang,55.0,13800.0,21.0373324,105.7910892
,,20.0,20.0,Sổ đỏ/ Sổ hồng,,8.0,,,Hà Nội,Đống Đa,Phường Láng Thượng,Phố Pháo Đài Láng,121.0,15000.0,21.0229999,105.8061749
Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Ba Vì,Xã Yên Bài,,2345.0,10552.5,21.0283334,105.854041
,,1.0,1.0,,,1.0,5.0,20,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Nguyễn Hữu Thọ,60.0,8500.0,20.966384,105.8377568
,,3.0,4.0,,,5.0,4.0,,Hà Nội,Hoàng Mai,Phường Trần Phú,Đường Tây Trà,35.0,3300.0,20.9712353,105.8842808
,,6.0,4.0,,,5.0,,,Hà Nội,Hoàng Mai,Phường Thịnh Liệt,Đường Thịnh Liệt,56.0,5950.0,20.9711485,105.8457779
,,5.0,,Sổ đỏ chính chủ,,4.0,11.0,15,Hà Nội,Thanh Trì,Xã Tân Triều,Đường Cầu Bươu,180.0,21600.0,21.0283334,105.854041
,,,,,,5.0,4.0,5,Hà Nội,Hoàng Mai,Phường Thịnh Liệt,Đường Trương Định,39.0,5850.0,20.9711485,105.8457779
,,4.0,,Sổ đỏ.,,7.0,5.0,8,Hà Nội,Hoàng Mai,Phường Giáp Bát,Đường Kim Đồng,50.0,10200.0,20.9846404,105.8431859
,,4.0,3.0,,,,,,Hà Nội,Tây Hồ,Phường Phú Thượng,,209.0,11704.0,21.0791733,105.815656
,,,,,,,,,Hà Nội,Long Biên,Phường Sài Đồng,Đường Vũ Xuân Thiều,36.0,2700.0,21.0357231,105.9153081
,,4.0,5.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,6.0,,,Hà Nội,Đống Đa,Phường Ngã Tư Sở,Đường Tây Sơn,25.0,6200.0,21.0039054,105.8208438
Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ chính chủ.,Full nội thất.,,,,Hà Nội,Thanh Xuân,Phường Nhân Chính,Phố Hoàng Đạo Thúy,80.0,3900.0,21.0045152,105.8012372
Đông - Nam,Tây - Bắc,2.0,2.0,Hợp đồng mua bán,,,,,Hà Nội,Hà Đông,Phường Phú La,Đường Lê Trọng Tấn,68.0,2500.0,20.9599107,105.7387786
Đông - Bắc,Đông - Bắc,3.0,2.0,,,,,,Hà Nội,Bắc Từ Liêm,Phường Đông Ngạc,,106.0,4600.0,21.0799477,105.7736253
,,2.0,3.0,Sổ đỏ,Cơ bản,3.0,6.0,4,Hà Nội,Cầu Giấy,Phường Mai Dịch,Phố Doãn Kế Thiện,35.0,6800.0,21.0358867,105.7785908
,,4.0,4.0,Sổ đỏ,,4.0,8.0,30,Hà Nội,Tây Hồ,Phường Xuân La,Đường Lạc Long Quân,150.0,56000.0,21.0684199,105.8072107
,,2.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,,,Hà Nội,Hai Bà Trưng,Phường Thanh Lương,Đường Lương Yên,23.0,1900.0,21.0105311,105.8630736
,,4.0,4.0,Sổ đỏ,Cao cấp,5.0,4.8,6,Hà Nội,Hà Đông,Phường Mỗ Lao,Đường Nguyễn Văn Lộc,54.0,6500.0,20.9853667,105.783635
,,3.0,4.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,5.0,4.0,3,Hà Nội,Hoàng Mai,Phường Lĩnh Nam,Đường Lĩnh Nam,30.0,3600.0,20.9712353,105.8842808
,,,,,,3.0,4.2,,Hà Nội,Ba Đình,Phường Ngọc Hà,Đường Ngọc Hà,45.0,4700.0,21.0386128,105.8279912
,,4.0,5.0,Sổ đỏ,Siêu vip,4.0,5.0,6,Hà Nội,Hà Đông,Phường Văn Quán,Đường Nguyễn Khuyến,56.0,6600.0,20.9741659,105.7873563
,,3.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,5.0,,,Hà Nội,Hoàng Mai,Phường Thanh Trì,Đường Nguyễn Khoái,32.0,3300.0,20.9946062,105.885675
,,3.0,2.0,Đã có sổ.,"Đầy đủ đồ nội thất: Tivi, tủ lạnh, máy giặt, điều hòa, giường, tủ áo, tủ giày, ga, sofa, tủ bếp, bàn ăn, nóng lạnh, sàn gỗ cao cấp, trần thạch cao...",,,,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,Phố Trần Bình,164.0,6000.0,21.0274134,105.7833341
,,5.0,5.0,,,4.0,6.0,40,Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Đường Trần Thái Tông,132.0,48840.0,21.0388103,105.7818897
,Đông - Nam,2.0,2.0,Hợp đồng mua bán.,Bàn giao thô.,,,,Hà Nội,Đông Anh,Xã Đông Hội,Đường 5,77.1,1725.0,21.0805036,105.8730278
,Đông - Nam,2.0,,Sổ đỏ,,,,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Trung,Đường Nguyễn Trãi,94.0,3600.0,20.9955213,105.8044695
,,,,,,,,,Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Đường Đê La Thành,40.0,6200.0,21.021334,105.8243089
,,2.0,2.0,Sổ đỏ/ Sổ hồng,"Tủ bếp, sàn gỗ, nóng lạnh, 2 điều hòa, giường, tủ, bếp từ, hút mùi, nóng lạnh...",,,,Hà Nội,Hà Đông,Phường Kiến Hưng,,70.0,1550.0,20.9598832,105.7880872
,,3.0,2.0,,Nội thất hiện đại,,,,Hà Nội,Nam Từ Liêm,Phường Mỹ Đình 2,Đường Lê Đức Thọ,106.0,6000.0,21.0274134,105.7833341
,,,,Sổ đỏ/ Sổ hồng,,7.0,,,Hà Nội,Đống Đa,Phường Láng Hạ,Đường Nguyên Hồng,60.0,27000.0,21.0166748,105.8104708
Tây - Nam,,,,Có sổ đỏ.,,4.0,9.0,27,Hà Nội,Hà Đông,Phường La Khê,Đường Tố Hữu,162.0,32000.0,21.0283334,105.854041
Đông - Nam,Tây - Bắc,3.0,2.0,Hợp đồng mua bán,,,,,Hà Nội,Long Biên,Phường Bồ Đề,Đường Nguyễn Văn Cừ,78.0,3600.0,21.0455068,105.8691113
Tây - Nam,Đông - Bắc,2.0,1.0,,"Sàn gỗ các phòng, trần thạch cao, hệ thống đèn net, tủ bếp, bếp, hút mùi, điều hòa, nóng lạnh, rèm, thiết bị vệ sinh Gia chủ mua về hoàn thiện theo ý mình.",,,,Hà Nội,Hà Đông,Phường La Khê,Đường Tố Hữu,72.0,1750.0,21.0283334,105.854041
,,2.0,1.0,Sổ đỏ/ Sổ hồng,,2.0,15.0,30,Hà Nội,Cầu Giấy,Phường Nghĩa Đô,Đường Lạc Long Quân,572.0,40500.0,21.0329958,105.7928552
Đông - Bắc,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,3.0,5.0,3,Hà Nội,Long Biên,Phường Thạch Bàn,Đường Thạch Bàn,71.0,5600.0,21.0180529,105.9016988
,,2.0,1.0,Sổ đỏ/ Sổ hồng,Cơ bản.,,,,Hà Nội,Đống Đa,Phường Láng Thượng,Phố Chùa Láng,50.0,880.0,21.0229999,105.8061749
,,4.0,4.0,Sổ Đổ Chính Chủ,Đầy đủ,5.0,6.2,5,Hà Nội,Đống Đa,Phường Láng Hạ,Phố Láng Hạ,38.0,4900.0,21.0166748,105.8104708
Nam,,,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,4.0,,,Hà Nội,Hoài Đức,Xã An Khánh,,122.5,16000.0,20.9599107,105.7387786
,,28.0,30.0,Sổ đỏ/ Sổ hồng.,,8.0,,,Hà Nội,Hoàn Kiếm,Phường Hàng Bông,Phố Hàng Bông,104.0,145000.0,21.0284881,105.8457737
Đông - Nam,Đông - Nam,47.0,47.0,Sổ đỏ/ Sổ hồng,Nội thất cao cấp.,10.0,12.0,17,Hà Nội,Hai Bà Trưng,Phường Bạch Đằng,Đường Vân Đồn,273.0,85000.0,21.0141355,105.8654629
,,,,Sổ đỏ/ Sổ hồng,,,8.0,5,Hà Nội,Bắc Từ Liêm,Phường Thụy Phương,Đường Phố Viên,49.5,2561.0,21.0283334,105.854041
,,4.0,5.0,Sổ đỏ/ Sổ hồng,Mới đẹp,5.0,4.5,4,Hà Nội,Tây Hồ,Phường Yên Phụ,Đường An Dương,36.0,5000.0,21.0504782,105.8394
,,,,,,4.0,6.0,,Hà Nội,Ba Đình,Phường Ngọc Khánh,Phố Ngọc Khánh,54.0,5150.0,21.0305405,105.806702
Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Tây Hồ,Phường Quảng An,Đường Xuân Diệu,88.0,5900.0,21.0630535,105.8283851
,,,,SĐ,,6.0,6.5,,Hà Nội,Hà Đông,Phường Vạn Phúc,Đường Tố Hữu,91.0,17500.0,20.9799295,105.774952
,,3.0,2.0,,,,,,Hà Nội,Hai Bà Trưng,Phường Bạch Đằng,Đường Lương Yên,120.0,9000.0,21.0141355,105.8654629
,,2.0,1.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Hà Đông,Phường Phúc La,Phố Phùng Hưng,55.5,1350.0,21.0283334,105.854041
,,3.0,,,,5.0,4.2,,Hà Nội,Tây Hồ,Phường Thụy Khuê,Đường Thụy Khuê,42.0,7990.0,21.0437217,105.8197536
,,2.0,2.0,Sổ hồng,,,,,Hà Nội,Hà Đông,Phường Phúc La,Phố Phùng Hưng,73.0,1540.0,21.0283334,105.854041
,,3.0,4.0,Sổ đỏ/ Sổ hồng,,3.0,3.8,20,Hà Nội,Đống Đa,Phường Nam Đồng,Đường Nam Đồng,73.0,23000.0,21.0142306,105.8317169
,,2.0,2.0,Sổ đỏ/ Sổ hồng,,2.0,,4,Hà Nội,Bắc Từ Liêm,Phường Phúc Diễn,Đường Phúc Diễn,48.0,4950.0,21.0283334,105.854041
,,3.0,3.0,Sổ đỏ/ Sổ hồng,,3.0,3.6,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Bắc,Đường Khuất Duy Tiến,56.0,7000.0,20.9942876,105.7987271
,,2.0,2.0,,Đầy đủ,,,,Hà Nội,Đống Đa,Phường Láng Thượng,Phố Chùa Láng,75.0,2680.0,21.0229999,105.8061749
,,3.0,2.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Hoàng Mai,,,97.0,3600.0,0.0,0.0
,,,,Sổ đỏ/ Sổ hồng,,,3.4,2,Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 2,Đường Phạm Văn Đồng,35.0,2300.0,21.0608239,105.7781037
Tây - Nam,,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,4.0,4.0,6,Hà Nội,Hà Đông,Phường Mỗ Lao,Đường Ao Sen,60.0,8500.0,20.9853667,105.783635
,,4.0,,,,4.0,,,Hà Nội,Tây Hồ,Phường Bưởi,Đường Thụy Khuê,45.0,8500.0,21.0513301,105.8100703
,,4.0,4.0,Sổ đỏ/ Sổ hồng,,5.0,4.0,,Hà Nội,Đống Đa,Phường Láng Hạ,Phố Láng Hạ,35.0,5300.0,21.0166748,105.8104708
,,3.0,2.0,Sổ đỏ/ Sổ hồng.,,,,,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Nguyễn Duy Trinh,95.0,2880.0,20.966384,105.8377568
,,,,Sổ đỏ/ Sổ hồng,,,3.1,3,Hà Nội,Bắc Từ Liêm,Phường Cổ Nhuế 2,Đường Cổ Nhuế,40.0,3200.0,21.0608239,105.7781037
,,4.0,4.0,Có sổ.,,5.0,3.5,2.5,Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Đường Tựu Liệt,33.0,3200.0,20.966384,105.8377568
,,4.0,10.0,Sổ đỏ/ Sổ hồng.,,8.0,11.0,12,Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,Đường Nguyễn Hoàng,280.0,93000.0,21.0205027,105.7639271
,,,,,,6.0,5.0,,Hà Nội,Ba Đình,Phường Kim Mã,Đường Giang Văn Minh,67.0,16900.0,21.0306498,105.8250933
,,2.0,2.0,Sổ đỏ/ Sổ hồng.,,,,,Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Đường Đền Lừ,71.0,2030.0,20.9906699,105.853436
Tây - Bắc,Tây - Bắc,5.0,6.0,Sổ đỏ/ Sổ hồng,Full đồ liền tường ,4.0,,13,Hà Nội,Hoài Đức,Xã An Khánh,,154.0,17000.0,20.9599107,105.7387786
,,2.0,2.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Hoài Đức,Xã Vân Canh,,88.0,4576.0,21.0294802,105.7276153
Tây - Bắc,,3.0,4.0,Sổ đỏ,"Gia đình đang ở, đầy đủ",5.0,5.0,,Hà Nội,Hoàng Mai,Phường Yên Sở,Đường Tam Trinh,34.0,3200.0,20.9649601,105.8734278
,,2.0,2.0,Sổ đỏ/ Sổ hồng,,,,,Hà Nội,Hoài Đức,Xã Vân Canh,Đường Vân Canh,86.0,4472.0,21.0294802,105.7276153
,,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất nhập khẩu Châu Âu.,3.0,10.0,10,Hà Nội,Hà Đông,Phường Phú La,,200.0,25600.0,20.9599107,105.7387786
,,3.0,4.0,Sổ đỏ,Cơ bản,4.0,3.5,3,Hà Nội,Thanh Trì,Xã Tân Triều,Đường Yên Xá,35.0,2750.0,21.0283334,105.854041
,,,,Sổ đỏ/ Sổ hồng.,,,,24,Hà Nội,Mê Linh,Xã Thanh Lâm,Đường Vành Đai 4,135.0,8279.0,21.0283334,105.854041
Đông - Nam,Tây - Bắc,2.0,1.0,,Nguyên bản chủ đầu tư.,,,,Hà Nội,Gia Lâm,Xã Dương Xá,,60.0,1530.0,21.0028663,105.9658013
,,5.0,5.0,Sổ đỏ/ Sổ hồng,ĐẦY ĐỦ,5.0,7.0,8,Hà Nội,Hà Đông,Phường La Khê,Đường Ngô Đình Mẫn,40.0,6900.0,21.0283334,105.854041
,,3.0,2.0,Sổ hồng vĩnh viễn.,Full nội thất.,,,,Hà Nội,Thanh Trì,Xã Tân Triều,Đường Yên Xá,112.0,2680.0,21.0283334,105.854041
,Đông - Bắc,3.0,2.0,Hợp đồng mua bán,ĐẦy đủ ,,,,Hà Nội,Hà Đông,Phường Yết Kiêu,Đường Chu Văn An,81.0,3100.0,20.974619,105.779051
,,,,Sổ đỏ/ Sổ hồng.,,,,,Hà Nội.,Nam Từ Liêm,Phường Mỹ Đình 1,,60.4,4850.0,21.0205027,105.7639271
Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ, chỉ xách vali về ở",,,,Hà Nội,Thanh Xuân,Phường Thanh Xuân Trung,Chung cư Thanh Xuân Building 35 Phố Lê Văn Thiêm,93.0,4460.0,20.9955213,105.8044695
,,5.0,5.0,Sổ đỏ,,6.0,5.6,4,Hà Nội,Hà Đông,Phường Văn Quán,Đường Trần Phú,40.0,5200.0,20.9741659,105.7873563
,,3.0,3.0,Sổ đỏ.,Đầy đủ,3.0,,,Hà Nội,Thanh Xuân,Phường Khương Trung,Đường Vương Thừa Vũ,75.0,7470.0,20.9892133,105.809648
Đông - Nam,,,,Sổ đỏ/ Sổ hồng,,,5.3,2.2,Hà Nội,Cầu Giấy,Phường Dịch Vọng,Đường Dịch Vọng,47.0,5800.0,21.0329958,105.7928552
Tây - Nam,Đông - Bắc,2.0,1.0,Sổ đỏ/ Sổ hồng,Full nội thất.,,,,Hà Nội,Cầu Giấy,Phường Trung Hòa,Phố Hoàng Đạo Thúy,102.0,3570.0,21.0373324,105.7910892
